Date,Product_ID,Product_Name,Category,Supplier,Units_In_Stock,Units_Sold,Reorder_Level,Unit_Cost,Selling_Price,Profit_Margin,Storage_Location,Expiry_Date,Seasonal_Demand,Promotion_Status,Customer_Rating,Return_Rate
2024-03-15,PRD-5048,Nail Polish,Beauty,Auto Parts Plus,74,33,19,10.86,39.64,72.6,Backroom,2024-09-06,5,BOGO,3.1,1.2
2024-03-31,PRD-5048,Nail Polish,Beauty,Auto Parts Plus,108,17,41,10.86,39.64,72.6,Warehouse A,2024-12-09,5,No Promotion,3.6,4.1
2024-05-09,PRD-5048,Nail Polish,Beauty,Auto Parts Plus,85,37,19,10.86,39.64,72.6,Warehouse B,2024-08-31,5,Buy 2 Get 1,3.4,6.6
2024-06-18,PRD-5048,Nail Polish,Beauty,Auto Parts Plus,101,34,34,10.86,39.64,72.6,Warehouse A,2026-03-12,5,No Promotion,4.5,2.7
2024-06-29,PRD-5048,Nail Polish,Beauty,Auto Parts Plus,43,19,15,10.86,39.64,72.6,Warehouse A,2026-05-20,5,Buy 2 Get 1,5.0,6.4
2024-01-14,PRD-5049,Vitamin Water,Food & Beverages,Book Distributors,240,32,46,13.57,26.52,48.84,Warehouse C,2024-11-27,5,No Promotion,4.0,2.3
2024-02-25,PRD-5049,Vitamin Water,Food & Beverages,Book Distributors,267,26,94,13.57,26.52,48.84,Warehouse B,2024-11-17,5,BOGO,3.6,2.5
2024-03-10,PRD-5049,Vitamin Water,Food & Beverages,Book Distributors,415,16,115,13.57,26.52,48.84,Warehouse B,2026-02-08,5,Buy 2 Get 1,4.0,2.2
2024-04-23,PRD-5049,Vitamin Water,Food & Beverages,Book Distributors,131,15,46,13.57,26.52,48.84,Store Floor,2025-06-08,5,Buy 2 Get 1,5.0,2.1
2024-05-13,PRD-5049,Vitamin Water,Food & Beverages,Book Distributors,353,30,118,13.57,26.52,48.84,Backroom,2024-09-17,5,Seasonal Sale,3.7,2.6
2024-06-23,PRD-5049,Vitamin Water,Food & Beverages,Book Distributors,361,37,83,13.57,26.52,48.84,Outdoor Storage,2025-07-31,5,No Promotion,3.1,1.5
2024-07-10,PRD-5049,Vitamin Water,Food & Beverages,Book Distributors,427,47,131,13.57,26.52,48.84,Warehouse B,2025-04-21,5,BOGO,4.6,1.1
2024-01-02,PRD-5050,Children Book,Books,Home Essentials Inc,86,9,16,15.13,28.21,46.36,Backroom,N/A,5,Discount 20%,3.3,2.7
2024-02-02,PRD-5050,Children Book,Books,Home Essentials Inc,61,25,28,15.13,28.21,46.36,Cold Storage,N/A,5,No Promotion,3.6,7.1
2024-03-22,PRD-5050,Children Book,Books,Home Essentials Inc,91,24,36,15.13,28.21,46.36,Warehouse A,N/A,5,No Promotion,4.2,5.0
2024-04-06,PRD-5050,Children Book,Books,Home Essentials Inc,23,30,9,15.13,28.21,46.36,Warehouse A,N/A,5,No Promotion,5.0,3.6
2024-05-24,PRD-5050,Children Book,Books,Home Essentials Inc,52,21,16,15.13,28.21,46.36,Store Floor,N/A,5,BOGO,3.9,4.5
2024-06-22,PRD-5050,Children Book,Books,Home Essentials Inc,88,26,23,15.13,28.21,46.36,Backroom,N/A,5,Seasonal Sale,3.1,5.4
2024-07-15,PRD-5050,Children Book,Books,Home Essentials Inc,102,8,36,15.13,28.21,46.36,Backroom,N/A,5,Discount 20%,3.5,6.8
2024-01-01,PRD-5051,Water Bottle,Sports,Toy Universe,131,10,30,183.94,472.97,61.11,Warehouse C,N/A,5,No Promotion,3.3,2.3
2024-02-19,PRD-5051,Water Bottle,Sports,Toy Universe,61,6,22,183.94,472.97,61.11,Cold Storage,N/A,5,Discount 20%,3.0,4.9
2024-03-17,PRD-5051,Water Bottle,Sports,Toy Universe,136,6,41,183.94,472.97,61.11,Warehouse B,N/A,5,No Promotion,3.5,5.7
2024-04-24,PRD-5051,Water Bottle,Sports,Toy Universe,99,14,22,183.94,472.97,61.11,Warehouse B,N/A,8,BOGO,3.0,5.9
2024-05-03,PRD-5051,Water Bottle,Sports,Toy Universe,156,30,59,183.94,472.97,61.11,Outdoor Storage,N/A,8,Discount 20%,3.2,2.8
2024-05-31,PRD-5051,Water Bottle,Sports,Toy Universe,75,26,31,183.94,472.97,61.11,Store Floor,N/A,7,No Promotion,4.0,5.7
2024-07-06,PRD-5051,Water Bottle,Sports,Toy Universe,82,23,25,183.94,472.97,61.11,Backroom,N/A,6,Seasonal Sale,3.6,4.4
2024-01-26,PRD-5052,Snack Mix,Food & Beverages,Health First,360,9,109,24.1,38.21,36.93,Store Floor,2025-06-01,5,No Promotion,4.2,1.3
2024-02-13,PRD-5052,Snack Mix,Food & Beverages,Health First,476,24,149,24.1,38.21,36.93,Warehouse B,2024-09-29,5,No Promotion,3.2,1.8
2024-03-10,PRD-5052,Snack Mix,Food & Beverages,Health First,50,47,15,24.1,38.21,36.93,Outdoor Storage,2025-04-25,5,No Promotion,4.8,2.0
2024-04-16,PRD-5052,Snack Mix,Food & Beverages,Health First,34,49,22,24.1,38.21,36.93,Warehouse C,2025-04-16,5,No Promotion,4.8,2.0
2024-05-23,PRD-5052,Snack Mix,Food & Beverages,Health First,455,26,106,24.1,38.21,36.93,Backroom,2025-01-08,5,Clearance Sale,3.3,2.6
2024-05-30,PRD-5052,Snack Mix,Food & Beverages,Health First,225,41,44,24.1,38.21,36.93,Warehouse C,2026-04-23,5,Seasonal Sale,3.0,2.5
2024-07-13,PRD-5052,Snack Mix,Food & Beverages,Health First,445,16,96,24.1,38.21,36.93,Store Floor,2025-05-05,5,Clearance Sale,3.1,2.3
2024-01-06,PRD-5053,Lipstick,Beauty,Book Distributors,93,12,30,46.18,154.99,70.21,Cold Storage,2024-09-01,5,Discount 20%,3.8,6.7
2024-02-16,PRD-5053,Lipstick,Beauty,Book Distributors,89,32,23,46.18,154.99,70.21,Outdoor Storage,2025-12-26,5,Buy 2 Get 1,3.9,1.0
2024-03-07,PRD-5053,Lipstick,Beauty,Book Distributors,96,33,27,46.18,154.99,70.21,Backroom,2025-11-14,5,Buy 2 Get 1,4.3,2.8
2024-04-24,PRD-5053,Lipstick,Beauty,Book Distributors,116,17,38,46.18,154.99,70.21,Warehouse C,2025-11-09,5,Seasonal Sale,3.3,2.1
2024-05-13,PRD-5053,Lipstick,Beauty,Book Distributors,73,49,27,46.18,154.99,70.21,Warehouse B,2025-09-13,5,Buy 2 Get 1,4.6,6.0
2024-06-21,PRD-5053,Lipstick,Beauty,Book Distributors,53,43,23,46.18,154.99,70.21,Warehouse A,2025-11-26,5,Clearance Sale,4.5,7.4
2024-07-15,PRD-5053,Lipstick,Beauty,Book Distributors,36,45,16,46.18,154.99,70.21,Outdoor Storage,2025-02-14,5,No Promotion,3.2,2.9
2024-01-03,PRD-5054,Smartphone,Electronics,Home Essentials Inc,81,1,14,292.89,571.11,48.72,Store Floor,N/A,8,Discount 20%,3.4,7.9
2024-02-23,PRD-5054,Smartphone,Electronics,Home Essentials Inc,29,14,8,292.89,571.11,48.72,Warehouse C,N/A,5,BOGO,3.9,9.6
2024-03-26,PRD-5054,Smartphone,Electronics,Home Essentials Inc,2,15,3,292.89,571.11,48.72,Outdoor Storage,N/A,5,Buy 2 Get 1,4.2,10.7
2024-04-09,PRD-5054,Smartphone,Electronics,Home Essentials Inc,19,19,8,292.89,571.11,48.72,Cold Storage,N/A,5,Seasonal Sale,3.7,9.0
2024-05-05,PRD-5054,Smartphone,Electronics,Home Essentials Inc,21,3,4,292.89,571.11,48.72,Backroom,N/A,5,Discount 20%,4.6,9.2
2024-06-19,PRD-5054,Smartphone,Electronics,Home Essentials Inc,18,14,10,292.89,571.11,48.72,Outdoor Storage,N/A,5,No Promotion,4.2,8.2
2024-07-09,PRD-5054,Smartphone,Electronics,Home Essentials Inc,57,17,15,292.89,571.11,48.72,Outdoor Storage,N/A,5,No Promotion,3.1,6.9
2024-01-15,PRD-5055,Sweater,Clothing,Toy Universe,113,7,29,10.21,26.57,61.56,Backroom,N/A,7,No Promotion,3.1,7.1
2024-02-17,PRD-5055,Sweater,Clothing,Toy Universe,145,19,25,10.21,26.57,61.56,Cold Storage,N/A,5,Discount 20%,3.1,2.7
2024-03-22,PRD-5055,Sweater,Clothing,Toy Universe,141,5,43,10.21,26.57,61.56,Warehouse A,N/A,5,No Promotion,3.9,2.8
2024-04-23,PRD-5055,Sweater,Clothing,Toy Universe,189,10,36,10.21,26.57,61.56,Store Floor,N/A,5,No Promotion,3.7,11.2
2024-05-06,PRD-5055,Sweater,Clothing,Toy Universe,100,6,25,10.21,26.57,61.56,Warehouse C,N/A,5,BOGO,3.4,7.6
2024-06-04,PRD-5055,Sweater,Clothing,Toy Universe,132,2,45,10.21,26.57,61.56,Warehouse B,N/A,5,Discount 20%,4.8,5.9
2024-07-10,PRD-5055,Sweater,Clothing,Toy Universe,170,12,42,10.21,26.57,61.56,Cold Storage,N/A,5,Clearance Sale,3.8,7.3
2024-01-12,PRD-5056,Action Figure,Toys,Book Distributors,86,17,26,7.53,15.59,51.69,Warehouse A,N/A,5,Seasonal Sale,4.5,1.4
2024-02-04,PRD-5056,Action Figure,Toys,Book Distributors,11,4,4,7.53,15.59,51.69,Backroom,N/A,5,Buy 2 Get 1,4.3,5.5
2024-03-14,PRD-5056,Action Figure,Toys,Book Distributors,62,29,26,7.53,15.59,51.69,Store Floor,N/A,5,Buy 2 Get 1,4.7,5.1
2024-04-20,PRD-5056,Action Figure,Toys,Book Distributors,1,27,7,7.53,15.59,51.69,Backroom,N/A,5,Seasonal Sale,3.8,5.5
2024-05-04,PRD-5056,Action Figure,Toys,Book Distributors,128,16,25,7.53,15.59,51.69,Warehouse C,N/A,5,Clearance Sale,5.0,4.9
2024-06-12,PRD-5056,Action Figure,Toys,Book Distributors,25,5,6,7.53,15.59,51.69,Backroom,N/A,5,No Promotion,4.9,3.7
2024-07-07,PRD-5056,Action Figure,Toys,Book Distributors,59,29,28,7.53,15.59,51.69,Warehouse A,N/A,5,No Promotion,3.8,6.7
2024-01-04,PRD-5057,Bedding,Home & Garden,Toy Universe,66,19,18,267.71,578.86,53.75,Warehouse B,N/A,5,Buy 2 Get 1,4.2,2.0
2024-02-18,PRD-5057,Bedding,Home & Garden,Toy Universe,100,19,36,267.71,578.86,53.75,Outdoor Storage,N/A,5,No Promotion,4.6,5.2
2024-03-20,PRD-5057,Bedding,Home & Garden,Toy Universe,59,13,21,267.71,578.86,53.75,Warehouse B,N/A,5,No Promotion,3.1,5.3
2024-04-25,PRD-5057,Bedding,Home & Garden,Toy Universe,108,18,27,267.71,578.86,53.75,Outdoor Storage,N/A,6,Clearance Sale,3.4,3.0
2024-05-14,PRD-5057,Bedding,Home & Garden,Toy Universe,140,6,48,267.71,578.86,53.75,Outdoor Storage,N/A,6,Seasonal Sale,4.9,3.8
2024-06-07,PRD-5057,Bedding,Home & Garden,Toy Universe,27,16,9,267.71,578.86,53.75,Cold Storage,N/A,6,Buy 2 Get 1,3.4,7.6
2024-07-04,PRD-5057,Bedding,Home & Garden,Toy Universe,97,24,19,267.71,578.86,53.75,Backroom,N/A,6,Discount 20%,3.5,7.3
2024-01-24,PRD-5058,Educational Toy,Toys,Fashion Forward Ltd,63,28,25,3.86,8.51,54.65,Backroom,N/A,5,Seasonal Sale,5.0,1.5
2024-02-10,PRD-5058,Educational Toy,Toys,Fashion Forward Ltd,22,28,14,3.86,8.51,54.65,Warehouse A,N/A,5,No Promotion,4.1,6.1
2024-03-22,PRD-5058,Educational Toy,Toys,Fashion Forward Ltd,78,30,27,3.86,8.51,54.65,Warehouse A,N/A,5,Discount 20%,4.5,4.3
2024-04-05,PRD-5058,Educational Toy,Toys,Fashion Forward Ltd,117,12,34,3.86,8.51,54.65,Warehouse B,N/A,5,BOGO,4.9,2.2
2024-05-02,PRD-5058,Educational Toy,Toys,Fashion Forward Ltd,8,7,2,3.86,8.51,54.65,Warehouse C,N/A,5,No Promotion,4.1,3.1
2024-06-19,PRD-5058,Educational Toy,Toys,Fashion Forward Ltd,52,11,19,3.86,8.51,54.65,Cold Storage,N/A,5,BOGO,4.5,2.8
2024-07-07,PRD-5058,Educational Toy,Toys,Fashion Forward Ltd,74,13,18,3.86,8.51,54.65,Outdoor Storage,N/A,5,Clearance Sale,3.8,7.1
2024-01-01,PRD-5059,Jeans,Clothing,Sports World,77,18,28,60.56,161.46,62.49,Warehouse A,N/A,9,Discount 20%,3.8,3.6
2024-02-02,PRD-5059,Jeans,Clothing,Sports World,63,13,26,60.56,161.46,62.49,Store Floor,N/A,5,Discount 20%,3.7,4.4
2024-03-04,PRD-5059,Jeans,Clothing,Sports World,147,7,39,60.56,161.46,62.49,Warehouse B,N/A,5,No Promotion,4.8,5.2
2024-04-04,PRD-5059,Jeans,Clothing,Sports World,26,2,9,60.56,161.46,62.49,Backroom,N/A,5,BOGO,3.3,8.1
2024-05-16,PRD-5059,Jeans,Clothing,Sports World,39,24,21,60.56,161.46,62.49,Store Floor,N/A,5,Clearance Sale,4.3,7.8
2024-06-11,PRD-5059,Jeans,Clothing,Sports World,131,24,30,60.56,161.46,62.49,Warehouse B,N/A,5,Discount 20%,3.9,3.7
2024-07-04,PRD-5059,Jeans,Clothing,Sports World,162,23,41,60.56,161.46,62.49,Backroom,N/A,5,No Promotion,4.5,5.1
2024-01-16,PRD-5060,Shorts,Clothing,Toy Universe,146,12,51,126.94,365.57,65.28,Warehouse A,N/A,8,Clearance Sale,4.3,3.9
2024-02-17,PRD-5060,Shorts,Clothing,Toy Universe,150,9,49,126.94,365.57,65.28,Warehouse C,N/A,5,No Promotion,3.5,2.4
2024-03-02,PRD-5060,Shorts,Clothing,Toy Universe,180,5,32,126.94,365.57,65.28,Backroom,N/A,5,Clearance Sale,3.7,11.4
2024-04-23,PRD-5060,Shorts,Clothing,Toy Universe,62,8,13,126.94,365.57,65.28,Warehouse C,N/A,5,No Promotion,3.3,7.8
2024-05-21,PRD-5060,Shorts,Clothing,Toy Universe,182,18,51,126.94,365.57,65.28,Cold Storage,N/A,5,No Promotion,3.4,9.0
2024-06-08,PRD-5060,Shorts,Clothing,Toy Universe,108,21,35,126.94,365.57,65.28,Cold Storage,N/A,5,Discount 20%,4.4,9.2
2024-07-23,PRD-5060,Shorts,Clothing,Toy Universe,61,8,21,126.94,365.57,65.28,Cold Storage,N/A,5,BOGO,3.1,11.0
2024-01-10,PRD-5061,Water Bottle,Sports,Auto Parts Plus,153,2,50,30.56,79.7,61.65,Warehouse A,N/A,5,Buy 2 Get 1,3.8,4.8
2024-02-22,PRD-5061,Water Bottle,Sports,Auto Parts Plus,90,8,23,30.56,79.7,61.65,Warehouse A,N/A,5,Buy 2 Get 1,3.8,2.1
2024-03-13,PRD-5061,Water Bottle,Sports,Auto Parts Plus,140,27,43,30.56,79.7,61.65,Backroom,N/A,5,No Promotion,4.0,1.7
2024-04-07,PRD-5061,Water Bottle,Sports,Auto Parts Plus,131,19,24,30.56,79.7,61.65,Outdoor Storage,N/A,8,No Promotion,4.1,4.3
2024-05-19,PRD-5061,Water Bottle,Sports,Auto Parts Plus,131,9,24,30.56,79.7,61.65,Cold Storage,N/A,6,No Promotion,3.3,7.4
2024-05-30,PRD-5061,Water Bottle,Sports,Auto Parts Plus,164,10,29,30.56,79.7,61.65,Warehouse B,N/A,8,Buy 2 Get 1,3.5,6.1
2024-07-04,PRD-5061,Water Bottle,Sports,Auto Parts Plus,166,10,52,30.56,79.7,61.65,Cold Storage,N/A,6,No Promotion,4.5,5.8
2024-01-16,PRD-5062,Car Cover,Automotive,TechSupply Co,58,18,13,126.82,263.36,51.84,Outdoor Storage,N/A,5,Clearance Sale,3.2,2.3
2024-02-07,PRD-5062,Car Cover,Automotive,TechSupply Co,16,20,11,126.82,263.36,51.84,Store Floor,N/A,5,Clearance Sale,5.0,2.2
2024-03-13,PRD-5062,Car Cover,Automotive,TechSupply Co,0,14,3,126.82,263.36,51.84,Warehouse C,N/A,5,Clearance Sale,4.4,5.4
2024-04-11,PRD-5062,Car Cover,Automotive,TechSupply Co,72,15,13,126.82,263.36,51.84,Cold Storage,N/A,5,No Promotion,4.9,1.4
2024-05-06,PRD-5062,Car Cover,Automotive,TechSupply Co,83,16,16,126.82,263.36,51.84,Warehouse B,N/A,5,Clearance Sale,3.5,6.4
2024-06-12,PRD-5062,Car Cover,Automotive,TechSupply Co,43,8,15,126.82,263.36,51.84,Backroom,N/A,5,Seasonal Sale,3.8,2.5
2024-07-24,PRD-5062,Car Cover,Automotive,TechSupply Co,77,12,13,126.82,263.36,51.84,Store Floor,N/A,5,Seasonal Sale,3.5,6.8
2024-01-19,PRD-5063,Supplements,Health,Toy Universe,285,2,45,98.04,190.13,48.43,Outdoor Storage,2025-09-30,5,No Promotion,4.9,1.5
2024-02-21,PRD-5063,Supplements,Health,Toy Universe,361,16,99,98.04,190.13,48.43,Backroom,2025-08-30,5,No Promotion,3.5,1.2
2024-03-14,PRD-5063,Supplements,Health,Toy Universe,208,17,46,98.04,190.13,48.43,Backroom,2024-07-20,5,No Promotion,3.2,2.6
2024-04-09,PRD-5063,Supplements,Health,Toy Universe,273,13,100,98.04,190.13,48.43,Backroom,2024-11-27,5,No Promotion,4.3,1.5
2024-05-15,PRD-5063,Supplements,Health,Toy Universe,254,12,49,98.04,190.13,48.43,Warehouse A,2025-03-21,5,Clearance Sale,4.4,0.5
2024-06-18,PRD-5063,Supplements,Health,Toy Universe,74,25,32,98.04,190.13,48.43,Store Floor,2025-11-25,5,Discount 20%,3.5,1.0
2024-07-24,PRD-5063,Supplements,Health,Toy Universe,410,5,117,98.04,190.13,48.43,Backroom,2025-11-01,5,BOGO,4.8,2.0
2024-01-04,PRD-5064,Camera,Electronics,Fashion Forward Ltd,94,6,33,700.82,1398.35,49.88,Warehouse A,N/A,6,No Promotion,3.3,5.6
2024-02-03,PRD-5064,Camera,Electronics,Fashion Forward Ltd,0,19,2,700.82,1398.35,49.88,Warehouse B,N/A,5,BOGO,4.6,8.5
2024-03-09,PRD-5064,Camera,Electronics,Fashion Forward Ltd,50,8,18,700.82,1398.35,49.88,Store Floor,N/A,5,Clearance Sale,5.0,9.3
2024-03-31,PRD-5064,Camera,Electronics,Fashion Forward Ltd,69,2,19,700.82,1398.35,49.88,Outdoor Storage,N/A,5,No Promotion,4.8,11.4
2024-05-12,PRD-5064,Camera,Electronics,Fashion Forward Ltd,94,5,28,700.82,1398.35,49.88,Backroom,N/A,5,Discount 20%,4.0,3.9
2024-06-12,PRD-5064,Camera,Electronics,Fashion Forward Ltd,32,9,10,700.82,1398.35,49.88,Backroom,N/A,5,Clearance Sale,3.1,5.2
2024-07-08,PRD-5064,Camera,Electronics,Fashion Forward Ltd,52,19,21,700.82,1398.35,49.88,Store Floor,N/A,5,Seasonal Sale,3.7,5.9
2024-01-25,PRD-5065,Running Shoes,Sports,Auto Parts Plus,63,28,29,104.45,216.57,51.77,Backroom,N/A,5,BOGO,3.4,1.6
2024-02-08,PRD-5065,Running Shoes,Sports,Auto Parts Plus,67,16,24,104.45,216.57,51.77,Store Floor,N/A,5,Buy 2 Get 1,3.4,2.2
2024-03-03,PRD-5065,Running Shoes,Sports,Auto Parts Plus,126,14,24,104.45,216.57,51.77,Warehouse C,N/A,5,No Promotion,3.5,1.8
2024-04-04,PRD-5065,Running Shoes,Sports,Auto Parts Plus,55,30,12,104.45,216.57,51.77,Warehouse B,N/A,8,No Promotion,3.0,5.0
2024-05-10,PRD-5065,Running Shoes,Sports,Auto Parts Plus,5,30,8,104.45,216.57,51.77,Backroom,N/A,6,Buy 2 Get 1,4.3,7.0
2024-06-17,PRD-5065,Running Shoes,Sports,Auto Parts Plus,17,17,9,104.45,216.57,51.77,Warehouse C,N/A,8,Seasonal Sale,3.2,7.4
2024-07-01,PRD-5065,Running Shoes,Sports,Auto Parts Plus,98,25,21,104.45,216.57,51.77,Warehouse A,N/A,6,Seasonal Sale,4.2,7.8
2024-01-19,PRD-5066,Perfume,Beauty,Toy Universe,1,23,6,23.5,69.75,66.31,Backroom,2025-07-14,5,Seasonal Sale,4.5,7.2
2024-02-03,PRD-5066,Perfume,Beauty,Toy Universe,44,14,12,23.5,69.75,66.31,Warehouse A,2025-07-21,5,No Promotion,4.9,1.2
2024-03-13,PRD-5066,Perfume,Beauty,Toy Universe,54,17,20,23.5,69.75,66.31,Warehouse B,2025-12-17,5,BOGO,3.4,4.5
2024-04-07,PRD-5066,Perfume,Beauty,Toy Universe,66,14,15,23.5,69.75,66.31,Warehouse C,2026-01-18,5,Buy 2 Get 1,4.3,7.5
2024-05-23,PRD-5066,Perfume,Beauty,Toy Universe,18,50,20,23.5,69.75,66.31,Outdoor Storage,2026-01-03,5,Seasonal Sale,4.7,5.9
2024-06-16,PRD-5066,Perfume,Beauty,Toy Universe,60,12,15,23.5,69.75,66.31,Cold Storage,2025-08-19,5,No Promotion,3.5,4.8
2024-06-30,PRD-5066,Perfume,Beauty,Toy Universe,34,45,15,23.5,69.75,66.31,Backroom,2025-04-17,5,Seasonal Sale,4.4,7.5
2024-01-21,PRD-5067,Perfume,Beauty,Toy Universe,13,38,13,5.92,15.56,61.95,Store Floor,2024-05-09,5,BOGO,4.4,7.9
2024-02-10,PRD-5067,Perfume,Beauty,Toy Universe,23,26,11,5.92,15.56,61.95,Outdoor Storage,2025-11-24,5,Buy 2 Get 1,4.9,2.7
2024-03-25,PRD-5067,Perfume,Beauty,Toy Universe,53,22,19,5.92,15.56,61.95,Warehouse A,2025-03-15,5,No Promotion,4.1,7.3
2024-04-03,PRD-5067,Perfume,Beauty,Toy Universe,50,17,13,5.92,15.56,61.95,Backroom,2025-11-30,5,Clearance Sale,4.9,7.0
2024-05-25,PRD-5067,Perfume,Beauty,Toy Universe,134,6,25,5.92,15.56,61.95,Outdoor Storage,2024-12-22,5,Discount 20%,3.5,5.7
2024-06-06,PRD-5067,Perfume,Beauty,Toy Universe,50,31,16,5.92,15.56,61.95,Cold Storage,2025-05-09,5,No Promotion,4.1,4.8
2024-06-30,PRD-5067,Perfume,Beauty,Toy Universe,88,12,33,5.92,15.56,61.95,Outdoor Storage,2025-04-02,5,No Promotion,4.5,2.4
2024-01-08,PRD-5068,Skincare Set,Beauty,Sports World,33,7,12,16.09,53.35,69.83,Cold Storage,2024-09-01,5,No Promotion,3.5,2.2
2024-02-05,PRD-5068,Skincare Set,Beauty,Sports World,15,14,5,16.09,53.35,69.83,Warehouse A,2025-02-14,5,Discount 20%,3.4,5.7
2024-03-26,PRD-5068,Skincare Set,Beauty,Sports World,56,14,21,16.09,53.35,69.83,Cold Storage,2025-03-08,5,Seasonal Sale,3.5,3.5
2024-04-09,PRD-5068,Skincare Set,Beauty,Sports World,80,39,29,16.09,53.35,69.83,Cold Storage,2024-06-19,5,Discount 20%,4.3,6.5
2024-05-01,PRD-5068,Skincare Set,Beauty,Sports World,130,5,28,16.09,53.35,69.83,Store Floor,2024-10-22,5,No Promotion,4.1,6.2
2024-06-15,PRD-5068,Skincare Set,Beauty,Sports World,84,35,32,16.09,53.35,69.83,Warehouse B,2025-02-11,5,Discount 20%,3.0,4.5
2024-07-13,PRD-5068,Skincare Set,Beauty,Sports World,65,17,23,16.09,53.35,69.83,Store Floor,2026-05-20,5,Seasonal Sale,3.3,2.7
2024-01-16,PRD-5069,Protein Powder,Health,TechSupply Co,51,3,17,111.55,297.27,62.48,Warehouse C,2025-04-08,5,No Promotion,5.0,1.9
2024-02-25,PRD-5069,Protein Powder,Health,TechSupply Co,368,13,70,111.55,297.27,62.48,Backroom,2024-10-31,5,No Promotion,4.1,2.1
2024-03-04,PRD-5069,Protein Powder,Health,TechSupply Co,449,15,102,111.55,297.27,62.48,Store Floor,2025-12-13,5,No Promotion,4.6,2.6
2024-04-03,PRD-5069,Protein Powder,Health,TechSupply Co,330,3,64,111.55,297.27,62.48,Outdoor Storage,2024-08-06,5,Clearance Sale,4.2,1.5
2024-05-17,PRD-5069,Protein Powder,Health,TechSupply Co,256,10,54,111.55,297.27,62.48,Store Floor,2026-02-13,5,Clearance Sale,3.5,2.7
2024-06-07,PRD-5069,Protein Powder,Health,TechSupply Co,261,30,60,111.55,297.27,62.48,Outdoor Storage,2025-11-09,5,Clearance Sale,4.0,0.8
2024-07-22,PRD-5069,Protein Powder,Health,TechSupply Co,287,15,63,111.55,297.27,62.48,Warehouse B,2026-04-26,5,Clearance Sale,3.8,2.4
2024-01-26,PRD-5070,Jeans,Clothing,Sports World,60,20,25,56.38,191.78,70.6,Outdoor Storage,N/A,9,BOGO,4.7,4.1
2024-02-24,PRD-5070,Jeans,Clothing,Sports World,28,29,13,56.38,191.78,70.6,Store Floor,N/A,5,Buy 2 Get 1,4.4,11.1
2024-03-18,PRD-5070,Jeans,Clothing,Sports World,106,17,36,56.38,191.78,70.6,Cold Storage,N/A,5,No Promotion,3.2,11.7
2024-04-01,PRD-5070,Jeans,Clothing,Sports World,13,20,7,56.38,191.78,70.6,Cold Storage,N/A,5,No Promotion,3.4,5.4
2024-05-02,PRD-5070,Jeans,Clothing,Sports World,193,4,41,56.38,191.78,70.6,Warehouse A,N/A,5,No Promotion,4.8,8.6
2024-06-22,PRD-5070,Jeans,Clothing,Sports World,178,6,39,56.38,191.78,70.6,Store Floor,N/A,5,BOGO,4.5,3.4
2024-07-12,PRD-5070,Jeans,Clothing,Sports World,8,19,7,56.38,191.78,70.6,Cold Storage,N/A,5,Buy 2 Get 1,3.6,10.7
2024-01-19,PRD-5071,T-Shirt,Clothing,Sports World,18,17,5,41.77,126.73,67.04,Warehouse A,N/A,8,Seasonal Sale,3.7,7.5
2024-02-12,PRD-5071,T-Shirt,Clothing,Sports World,69,3,12,41.77,126.73,67.04,Store Floor,N/A,5,No Promotion,4.4,9.6
2024-03-09,PRD-5071,T-Shirt,Clothing,Sports World,159,18,59,41.77,126.73,67.04,Warehouse B,N/A,5,Buy 2 Get 1,4.2,6.2
2024-04-02,PRD-5071,T-Shirt,Clothing,Sports World,130,14,41,41.77,126.73,67.04,Backroom,N/A,5,Clearance Sale,4.4,6.1
2024-05-14,PRD-5071,T-Shirt,Clothing,Sports World,141,25,25,41.77,126.73,67.04,Store Floor,N/A,5,Clearance Sale,4.6,4.6
2024-05-30,PRD-5071,T-Shirt,Clothing,Sports World,100,29,37,41.77,126.73,67.04,Warehouse C,N/A,5,No Promotion,4.2,10.4
2024-07-06,PRD-5071,T-Shirt,Clothing,Sports World,38,8,11,41.77,126.73,67.04,Warehouse B,N/A,5,No Promotion,3.5,5.5
2024-01-03,PRD-5072,Phone Mount,Automotive,TechSupply Co,91,6,31,80.12,183.87,56.43,Warehouse A,N/A,5,Buy 2 Get 1,4.3,6.3
2024-02-24,PRD-5072,Phone Mount,Automotive,TechSupply Co,55,17,23,80.12,183.87,56.43,Warehouse C,N/A,5,No Promotion,3.8,1.4
2024-03-24,PRD-5072,Phone Mount,Automotive,TechSupply Co,76,14,14,80.12,183.87,56.43,Warehouse A,N/A,5,BOGO,4.6,2.8
2024-04-07,PRD-5072,Phone Mount,Automotive,TechSupply Co,42,10,13,80.12,183.87,56.43,Backroom,N/A,5,No Promotion,3.6,4.4
2024-05-19,PRD-5072,Phone Mount,Automotive,TechSupply Co,12,8,3,80.12,183.87,56.43,Outdoor Storage,N/A,5,Seasonal Sale,4.8,6.9
2024-06-20,PRD-5072,Phone Mount,Automotive,TechSupply Co,92,6,28,80.12,183.87,56.43,Warehouse C,N/A,5,Clearance Sale,3.2,1.1
2024-07-05,PRD-5072,Phone Mount,Automotive,TechSupply Co,16,1,4,80.12,183.87,56.43,Warehouse C,N/A,5,Buy 2 Get 1,4.8,4.9
2024-01-26,PRD-5073,Action Figure,Toys,Auto Parts Plus,33,9,13,45.26,127.68,64.55,Warehouse A,N/A,5,Discount 20%,4.9,1.5
